vibration,displacement,rainfall,temperature,risk_score
0.08175121224618731,7.967402014965118,33.85640073892528,37.62892255767519,0.23827399475329072
0.7560287772407425,2.9179858716227653,39.688638819151606,30.3294089745529,0.04237566219779369
0.8935521130419125,7.20856642844912,17.20262037089505,32.034901488809865,0.5887945094087261
0.9857671810007549,14.482572833776931,47.16658853939883,15.064923273765693,0.7209014065798776
0.04895179709375275,12.250563958206937,18.306043945481314,31.75366544899167,0.23228037039148342
0.8306896466908037,4.601197718606077,10.385743939387194,30.53461136437172,0.5367640402108991
0.5895893217144209,4.83051416940755,30.194662931610246,30.33757886027731,0.6382679259227657
0.3436144208173283,8.319082528535905,30.39938011378481,41.87127147021738,0.13501230054562252
0.7073175894368571,13.376397175198495,26.482940500116563,17.831190864617923,0.7205051331879376
0.9085703542282545,12.07915037890704,22.660113790433485,35.91796248356243,0.7488792421565633
0.0736029703950063,14.589227872896542,29.49965369179005,25.62719036116225,0.280645099980112
0.5429812685498353,0.47418353233691257,39.63533854345814,39.72940380930997,0.09280470097560929
0.5081240300197563,2.7101222367207467,12.655797788335239,33.388469297799176,0.2181670653900822
0.6436155356752574,13.588004664713038,18.486793364599514,28.44613501167997,0.5721297450598312
0.8702792111307178,11.854894846988065,7.940924920501985,44.16938606838917,0.7778052959862168
0.8348136059819943,0.48791660200472153,12.06911709791062,25.577256749644402,0.18748726684174685
0.8661531606443545,13.715862786114496,13.899522962051025,26.268318451117466,0.976104093285208
0.813049586643797,11.740137761651392,2.0711370013958064,22.92092939560981,0.9694480077180765
0.8386142620370451,14.060435443960115,48.51852798553519,19.746981256247206,0.9565732065996917
0.23879025907914242,9.435540253358521,48.39191791437644,23.9685513736852,0.12072695148570545
0.11704618819955459,10.106112372943986,43.949570469168144,31.169698882220874,0.0025397430381363995
0.6249658476156712,7.23045437267253,14.993719480395562,24.8128453419567,0.4527849827369602
0.30550727541199085,1.571849611526469,44.96710292950329,21.46565402794964,0.02943033582155262
0.7356001123819231,8.406541975488091,18.092279791046366,15.897806785887225,0.9399606469675731
0.9339330648965973,13.874109821923945,6.6941511470398005,41.93205509561458,0.9175619375463757
0.830598169852347,2.286060084545249,12.10208211242622,18.601507654223226,0.18827511147349404
0.43546493979837286,7.4804077644327895,31.29059899984792,35.664427749587645,0.5770289334880127
0.5565297130183999,4.419612314870862,7.1789963934309196,41.305889058976774,0.4438172026188404
0.6622916980807692,14.962108072674402,10.075853304028854,17.218415812628024,0.5334246179704066
